seq1,seq2,energy1,energy2
100101011101001001110000100000111011111,111011101010010110011011010000111000100,1910,1910
110010011100010000010110110011110101101,111000101111001000001100111110101010010,1916,1916
111111011001000101000101001110001011010,100000011110111001001110010110110001110,1914,1914
111010011011101110011100101000001010010,110111000010111100101100111000000101110,1910,1910
111111010110100001101100100000110011100,100110010110101100000011111001110101010,1908,1908
100101110111110010010010000100011111010,100100101000111001111010001110110001011,1918,1918
110001001000001011110001110101101101110,111100110100010100110001101111010100001,1908,1908
111011011111010010001011000100011100010,111110100100101011011110001110010001000,1916,1916
111110101010011111100010010010000110001,111101011011001010001110100110011000010,1910,1910
101101101110001011000000011001111011010,100001010111101101100001100111010001011,1908,1908
100010101110010100000101001101100111111,110000011100111001010100100011011011011,1910,1910
111111100110100100001001010101011100100,100011110010011100111100010000101101110,1912,1912
111111101000111010101100010000100110100,111110001110001010010100111011001001001,1910,1910
111111101000111010101100010000100110100,110100111100010011110110100010001101001,1910,1910
110000010011110011111100110101001010100,101011101110100000111110010100100110001,1908,1908
111011011011000001001110010001010100111,100011111010010100011110011000100101011,1912,1912
101000001001101011110111101001100100011,110111010000111101001011001100010100011,1912,1912
110101110111101100100110010100011000010,111010101100001010011011110000001111100,1916,1916
110100001001110111110110100110101000001,110110001010010011100011110001001011101,1914,1914
110011010110110101110010100010000001111,100110000111101110100010111001011010001,1910,1910
111111110101001011001100100010001110000,101101001111000010101110111001101001000,1910,1910
111100101111011010000010100011001101001,101010111110110000110011100100111010000,1912,1912
110010101110110110110011000100001000111,100011100010111111001001010010111100010,1914,1914
100111000000100101100101010111001011111,110001001001101011001110111000001111010,1908,1908
101011001100100011100010010100001111111,101010001011100101100001110111101001001,1914,1914
111010111110100100110011100100000010101,110000101011100011101101101000110010011,1916,1916
110001100111010010001010010000111110111,101000001101110101110100011011000110101,1914,1914
101101010000001011000110011111010011011,101101001100010111110000110001010100111,1912,1912
100001001110100010010000111100111011111,110010101100111101010100100001110110010,1912,1912
111111101001101100000001010111001011000,101100100111001010111000110000101101011,1910,1910
101000010010101101111101000111110011000,100011011111010010011010011101000111000,1916,1916
110010101000111011011011111001001010000,111110000011100111101100010101001000110,1914,1914
101010011110111010001001100000011010111,111011010111011000011010011100110100000,1920,1920
100100111101000000110000110111011110101,111100010010011110111001010100110101000,1910,1910
111000100011100100101000001110111111001,101110100100110101100001010110111011000,1914,1914
111111101100000101010001110001001011100,110110100110001101001010100111111000100,1914,1914
111110101011001110111000010010001010001,100011111101001010010011011100001101001,1914,1914
111111011010001000101001000111101001100,110101000011100011101100010010111110100,1910,1910
101110111011100010111101010010000001100,111000110010110101011000011011000011011,1914,1914
110001010011001011101111011010110000001,111110011100110110001010101101101000000,1910,1910
111111011001110010010101011000000011100,110110000011010011110011010110101000101,1912,1912
110101100111100111110000010100100010011,110111001110010010100010111101001000101,1914,1914
111011110100010000110010010111000101101,101001111100000101011001011100111011000,1910,1910
110100011100111111100101001010000001101,101100001110110010101100010100011101101,1910,1910
111011111011001010011101100000001101000,110010110000101001110101010011100100111,1914,1914
110000001011000010111011110101010110110,100100001011000111110011010011000111011,1916,1916
110000001011000010111011110101010110110,110010001101110110110100000111000111001,1916,1916
110100001000011101111011101010011011000,111100101100101011100110100111010000001,1912,1912
110011011011101010011110110000001000011,110110011010100011111010100101001100001,1910,1910
111011011011110100011101010100100000100,110111100110001011100111100010110100000,1916,1916
101110001101000010100000111111101001011,110011101010001100001110110110101100100,1912,1912
111010110000000101001111000111011100110,111111001001011001101010110001011000010,1914,1914
100100100000110001110101011110100111011,111000000011101011001011100100110101101,1914,1914
111111000011110111100010000100010101100,100111011001001011000101001111010101100,1912,1912
111111011011100001110101100000101000100,110111001000111011011010100011100010010,1916,1916
111011000111110010011010010000001101011,100011011100101010001111101011000110010,1914,1914
111101111100111001000101001011010000001,110101011100110010110000111011000100101,1910,1910
100100010000010101110110101101110001111,101101000101100111110001101011000010011,1910,1910
101110101111011110100010000110101100000,111010010111001001101011100000110011001,1914,1914
111111101101010010010001100010101110000,111011001100001010111110011010011010000,1918,1918
111111011100101101001110010000011001000,110001010101001100011111011010010001011,1912,1912
110011000111110111011000010100100000111,101101000110011010110010010100011111010,1916,1916
110111001101001101110000101000010001111,100101100010101110001011110110100001101,1912,1912
100010111010110111001110111000001000101,111011100010110100001110110100100100011,1912,1912
111010011111110010011010101100001000010,100001100111001110000011010101101101110,1910,1910
100110101011110110111000110011100000100,110000010111001101101111000001010110101,1910,1910
110111011011000010001100010010111110100,101001010111011100001110001111101000100,1912,1912
111010110110100111000000010101110010011,110111000001010010111011001100011100101,1916,1916
111110000001100010001110111111010100100,100101101001110100110000110011010101110,1916,1916
111111111001010010100010011000110110000,110001000101110110010010110101011110001,1910,1910
111110111110100110001101001000110100000,100001110111101000110101000101011011001,1910,1910
100111010010000001110110000110010111111,100101100101011000110011010001111101010,1916,1916
111011110110001001001110001010000011110,111100000101101001010101110011001011001,1912,1912
111110001011110010100011010000001011101,101100011001111011001101000011010101100,1912,1912
100010000001011111100011011100111100110,101011101000110110101101100010101100001,1916,1916
100000010101001100011001001111001111111,101010001110110110110000111001001010110,1914,1914
111011111010100010010110001011000001101,111000001101011011100010101111001001100,1916,1916
111110100001000010110001110101101101100,111001010111010100001111110011001001000,1912,1912
100001100001001010111111010001111101001,110011010110100100011111001110101000100,1914,1914
100000100010100111110110111100010011011,111100101100011011100101000010111010100,1914,1914
111011101010110011111000100001001010001,101010110100100100111110000011001100111,1912,1912
111011101010110011111000100001001010001,111010100100101100110110000111001000111,1912,1912
100101000010001011011001000111111010111,100110010000111100011101110100100101011,1912,1912
100101000110011001010000011100101111111,100001011001010110011110011010001011110,1912,1912
111111111001010000101110001000101011000,101101011001101000100111100010110001101,1916,1916
101010101111111001100101100001011000100,110000101111110011000010011100101100101,1914,1914
101100100000101010011011110101101110001,100001100011101110100111010000100101111,1914,1914
101110111011110010100011110010001000001,101101000101011010100100111001111100001,1914,1914
110001010001000011011110111101100100011,101100000110101011100100111101001001110,1918,1918
110001010001000011011110111101100100011,111001101100101011010000101011101100001,1918,1918
111100010101110011000001100001011010111,110111110000011001100110101010010110010,1912,1912
101000000111011110100110111010111000100,110001100110010111111000010100101100101,1908,1908
111010111011001011110010000100001011100,110001000111010111101000110100100100111,1910,1910
101111001101110000011110010000001010111,111011010110001101001110010011010001010,1916,1916
111001111100001011011000100000101011110,100100110100011111010110001010110011100,1912,1912
111101000001010001001110111111010010100,110100111000100111100100010110010111001,1916,1916
110000010011111101011110100110000101100,110111001010100110101101100000101110001,1914,1914
110010011010110111111000111000000010101,110010111100101010011011110001000110100,1910,1910
110111011110111010000010111001001000010,110111000011100011010110000101110101100,1912,1912
110111011110111010000010111001001000010,110000110100110011100001011110011010101,1912,1912
110101011100011101101101111010000001000,101100000101111000110110110101000111001,1910,1910
111110011111011010000110101100001000100,110110101010100111001110110000001110100,1916,1916
101111101010111100100010110001100000101,101101000011110010111011010001000110011,1908,1908
111111100101001100000010011101011011000,110101010000101101001101100111000011101,1914,1914
100110000100101010000111010110010111111,101001101110110011100000011110011010010,1912,1912
100100101110010011000010100010101111111,110000110101101011100100110001100010111,1910,1910
110111101111000100000011011100000111100,100110010010101001010111010100110100111,1916,1916
110000100100011001110000110111111010101,101101010000110100100111110100110001011,1910,1910
110000100100011001110000110111111010101,111010001011000011001101110100101001011,1910,1910
111011000110001000001111001001101010111,101000011101010110110110011000010111100,1910,1910
101110111011110010011110000110001010000,101101100110001010111110110000011010100,1910,1910
111110101111001110100110010100110000000,111010010110001001100110101110000101011,1908,1908
111110111110001011000000110101100010100,100111011011100010001110010010111010100,1914,1914
100111011011110011101100001110101000000,100101001001011100111110000101011101001,1910,1910
111010001000011000001111011010101100111,110111001010001011001110100001101101001,1908,1908
111101001011101010000110000101001101110,101110001101100010100100111110111000001,1916,1916
111011110110011100001111010000001001010,110110011000111010111000001011010100110,1910,1910
100001101001010001000111011101101110110,110100100010111011110011000010111000011,1910,1910
100111001101111110000111000100000101110,111101110010010110100111010101001000100,1914,1914
100110100111101101110010101010000000111,111001011110100001101101110100110001000,1912,1912
111001011111110001011100111000100100000,101110010100111011101000100010110110100,1914,1914
111110011100100010000110111000001011110,101011010011010110000011100101110110010,1912,1912
101011111011001010010001001010001111100,110010001101001011100011100010001111110,1912,1912
101000010000110111010101101001111111000,101100011000101101100110000111110101001,1914,1914
111001011011001010100010001100001111110,111110000010110111011001110001010010100,1908,1908
110011011011111010001110110000101000010,100001110111001000101101001111010111000,1912,1912
111011011010111110001110010010101000000,100100010111100110000110011001011111010,1914,1914
101111111010100011111001010010001000100,100001100110101001101001100111100011110,1918,1918
100000011100000110101110010101111101110,110110101110110010001101101011000110000,1918,1918
110101101000000001110011110001011101110,111110001011010011011010001100110001010,1912,1912
101011011110001101000110100010000101111,110011111000100011101110010010100010110,1914,1914
101000011100010110010000010111011110111,111010110000100111011001101010110110000,1916,1916
100001100111111010110111000000010100111,111010100101100110101110110001001101000,1916,1916
111111110011110010001000101101001010000,100111011010001011110010011001010100011,1912,1912
100001101111110111001000111010100100001,110001111101000011011010101001001100101,1910,1910
100011111110110110001100010110100001001,100111110000101011101100101110010100010,1916,1916
100101110000101111111011100010010100001,100000111011101001101100101001110010101,1912,1912
111111101011000111001011001000001010100,100111010000111101101101000100111010001,1910,1910
111111011010011010001100000110110001010,110011001110010100011111010110100000101,1914,1914
100001000111101010110110011101110110000,110001111110000010101100101100101110010,1916,1916
100001001011101100001111011110110101000,100010111010100111110000110011011010001,1912,1912
111011111010101101100000011010100011000,100001011111100110010010110010111000110,1916,1916
100001101100000010111010101111011110001,110010010010110111000100110001011110101,1918,1918
101100110100000001110010110111101110001,110001010011000101110010110100010101111,1912,1912
111101011111000101001110001000100100110,101011000001101011110110001101100001011,1912,1912
111100101101101010100000010001111101100,100001011110001101011101000110110011100,1916,1916
111111001110111100100100010110001100000,110101000111001010111010000100101110110,1914,1914
111111100111011010001100001011001001000,101011101101011010001110001101110100000,1912,1912
111111101110010101001001010001110000100,101110110000111100010101110010010010011,1910,1910
111000001101110111110110100100001010100,100110010000111101100001111001101010101,1912,1912
110111001101101010111110100010000100010,110001101011010011100011111000001001101,1916,1916
101110111100111010011100100010101000001,101110010010010111110000101100010100111,1910,1910
100011001111110100110000010100001011111,100111100101001001100011011101001101010,1914,1914
110101001110110110001000101000001111011,110100010111111000101100011000110110100,1910,1910
111010111110110100011011010000011000100,100011101010000111101110110000101001101,1912,1912
100001010110111110000111110111000101000,110101101011011100001100100110111000100,1912,1912
111101111010101001001001000110011100001,101111001000101110111000110110000010110,1914,1914
110001101111100010000000110110101011011,101110001011100011101100110100101000101,1918,1918
111111110100110101100010100010011010000,100010010111011101100011000011110010101,1918,1918
111101100011100110100011000000110101101,101000111111010100010110110001011100100,1914,1914
111001110011011101101101000110100000001,110000101011111100011010001010110011010,1916,1916
100111110100111011010000000011010111010,110011111000110110001101101010100110000,1912,1912
111111110101100011001101001001000101000,100101011010111010001100111110000011100,1918,1918
111111011001010110001110010000010100110,111111001001010101100001110100111000100,1914,1914
101100110100000110110001000011110110111,101110010100011101110101001011000001110,1914,1914
110100111110011010110000100010001101110,100111110000101101101010101110010000011,1912,1912
111111101100010011000001001111000110100,101010111010110010000110110001111010100,1916,1916
111111011001110000000101010110100110100,100011100110010111101000110100111101000,1910,1910
110001010001000110011010010101111110011,111000000111010111011010010110001001101,1912,1912
111100010000110001100100110101011110101,111000000111010111011010010110001001101,1912,1912
111111011100001110100000110010100101100,100110101000110010011111101010000110101,1912,1912
111010100110100010101100010000011111101,111011001011010100001111001100001101100,1912,1912
101011000000101001101101110011111010001,110010011010101011110000100001111011001,1912,1912
101001000011101111011011101000110100001,101100000101010111100100011001111001011,1912,1912
100001010110001100100010101000111111111,110000110011110010101101100100111010010,1920,1920
111110011111000010001010101100001001110,110001011010011001110010101001001001111,1916,1916
100001101010110111011100011110110000010,101100100011001111010001001011011111000,1912,1912
101011101111011100001101000110100001001,101101000101000111111100010011011000110,1916,1916
111111011100000101000101101000110011010,110100100011110110101100001110110010001,1922,1922
111111011100000101000101101000110011010,111000001101101010011000101101100011101,1922,1922
111111101011011001110001010101001000000,101001101100011000111100110111010000101,1914,1914
100110001001000011101001111111001100101,101111101010100000111011010001110010100,1916,1916
111111110100110001011000011000101011000,110110111000001011110010100110010010101,1914,1914
110010101011010111110001110111001000000,111011011000101100001111011000010011010,1914,1914
101011011001101111101000111000100000101,110010011000101101010101100011000011111,1916,1916
101111111010101110010100110010011000000,111110000110100111001110101100101001000,1912,1912
111110101111001010001001100100110000101,101001011100010001110101101000011001111,1910,1910
111010111101110110010100110001101000000,101011100001011011110001001101000100111,1912,1912
101110111000001001000101011011100001111,101110010010101101100001100011110110010,1914,1914
110111100011011111001001010000011000101,111011101010110010010110001111010000100,1908,1908
111000010001011000001111010010110111110,100011001000110111101010100011100110110,1914,1914
111010111101101100010011000111000000011,100011010011111010100010110101100110010,1914,1914
111011101011101100111001010110100000000,111001111000001011010010111011001101000,1914,1914
111011101011101100111001010110100000000,101000101100001111101100010110011100101,1914,1914
110001011000100011010000111001111011101,100101011001001001101111101010000011110,1920,1920
101111001111100101011110010010100001000,110110001100010110100110111110001000101,1916,1916
110000001011100100001101111010111110010,101010011000110110111010110000011100110,1914,1914
111001001100000001010111100111001011011,100100011001111000001110101010110101101,1914,1914
111111011101001001000110011000011010010,100111010001010111110010001101010000111,1914,1914
111110110000001101100011000010011110101,111010001011011010001100011010101110010,1918,1918
111111011000101011001000011000011110010,101011011111000101001100010110111001000,1916,1916
101111101110110111000001010110100100000,101100100111101010011100011000101110001,1916,1916
111110101011011011100011000100101000001,100100110011010011110100010100001110111,1910,1910
110000101001110000010011010101111101101,101011001101100101011000111111000100001,1910,1910
111100011010101001110000001001011011011,100010101111100011011001100001101110010,1918,1918
100111100111001010111111100100000101000,101110000110100011101110010011011010100,1914,1914
101101110010100011110000010010001110111,101101111010001100101110110000110101000,1912,1912
111101000100100000101110101111001110010,100111000101011011110100000110110010011,1914,1914
100100010101101101011111100011100001001,101110111100001011011001101011100010000,1914,1914
110110111000001011000011001010011011101,111000010000111101101100010101110010101,1916,1916
111011011010000010001011000111111000110,101110010100111011101001000011010111000,1914,1914
111011111010101100101011000101001000001,101000011111000110011100010010011011101,1914,1914
111010111110111001001010111000010010000,101001000111100100111110011000100101011,1916,1916
101011111011011010011000001100011001100,100001110010101011111100000011010101101,1920,1920
111011111001101010101100100001011000001,110001101111000010001011011101011000110,1910,1910
100100000011010101110011100101111101100,111010010111110000101100111010100001100,1916,1916
110010111010111111001000111011000010000,110100001100010111011000101100101101011,1914,1914
111001011111101010100110011000100100001,101011111010100001110011001011011000001,1916,1916
100110010000100101000111110010011110111,111101010001001101000111101011100010010,1916,1916
101010111010110111001110100000001100101,110000100100111010110010001111000110111,1912,1912
110101101110001111100100000010010110101,100110010000110101110010011101010001111,1910,1910
111111011101001110010110010000110010000,101010101000011011110001001001110010111,1910,1910
100000000011100011011110110011010101111,101101001111000110101100110101011001000,1916,1916
111110111010110001111101000100010010000,101100000111101011001110011001001011010,1910,1910
101001001110000100001010111111001101101,111010000101101110111000110001011100010,1912,1912
111110001011011111101010010000110010000,110001100011001010110110010001011101011,1916,1916
100101000011111011110111000101000100110,110110011000101011011110001011011000001,1914,1914
110001101100000001010101110110100111101,111110100110000111101010010110001001100,1916,1916
111001011011101011001000000110100011101,100111011100000111010110110011101000010,1914,1914
110011111011100011010110100000101000110,111110100010110001101110101101100010000,1914,1914
100000111011111000110111100110101000010,111010110110001001100100101111100101000,1908,1908
110101011010001110111110110010110000000,111010001101100011001110101111000010010,1914,1914
111011001111000000101010110000101100111,101011011101010000110111001011000011001,1912,1912
111101010011100010100010110000100111110,110110000101110011110100010011001001011,1916,1916
111011111010011010110001001001100010001,110001010101101001110111000000110100111,1912,1912
111111101101001100011000001100110101000,111000001100100111110100010101101011010,1914,1914
110100011100000010010110101110001101111,100001001101110110100111000100110101011,1916,1916
110011010100001001000011111011100011110,101101001110011010101000111111001001000,1908,1908
101101010100111111001111001000010001001,101011100011001011101110000001110100101,1914,1914
111001101101110010101000100001101001011,100001001110110011110010101000001111011,1914,1914
100010011011110011111101000011001010010,100010101001101001110111100010010001111,1916,1916
110110011111110010110000110010101000001,110001010111001011101101000010010111100,1916,1916
111110001110110111101000100001100100010,100001101110110100011000011010110101110,1910,1910
101010101110111100110010000000110110101,101111100010111001011001100011110000100,1916,1916
111010100000001100101111100011110110100,111000111011101001000100111011001010010,1910,1910
111101001111110010100111100100000100010,110110111000101011001101101010001100001,1916,1916
110000100011101101001101110110111100000,110101001100000111011110100010101110010,1910,1910
111001010011011111011100100110000001010,110101000111100101001000110110111100001,1914,1914
101110010101110001000001110001001111110,100101100111011011100000110101101101000,1916,1916
110111101000111111001010011000001000101,101010111100101101001001100111100010001,1910,1910
111111100111101100000100100111001001000,111011100101001010101010110010011100001,1914,1914
100011001000111111011011101000101100001,100001011011010011101010100001001110111,1912,1912
111111011010110011000000100110101110000,111001110110101000001110100110110101000,1916,1916
101011111110101100110001011000011010000,110000101111100101001101000100110111001,1910,1910
111111110001101011101100110000100100000,111000101100010011101010100110101101001,1916,1916
100001010001110110001011111101101100001,110101100010100101101110011011100000101,1910,1910
110111100110101001010000000111011111000,100100101101010101110000011001101100111,1916,1916
111110010100101100001100100010110011101,100001011100101011110011010000010111011,1916,1916
101111101010100110001000110100001110101,110011000011100101101101111000000101110,1920,1920
101110111010110100111110000011000010001,110101010011100100001101011111001001001,1910,1910
110010000001101101111000110111011110000,111010101110110010100101010011110010000,1918,1918
111110101110110100111010011000100010000,111010000011100011001101110100101001011,1910,1910
111111011101000000111001010000110110010,100011110110100100111010011100110001010,1914,1914
110110111001111001110100100110100000001,111111010101001000111001101010011010000,1914,1914
101100111100000001110010101000011011111,111100110100101011001110100010100110010,1918,1918
110000000110100010110110101101011101110,111011000100101110111100011000011101000,1912,1912
101001100100000010111010111001011110110,110001000101011011110011000011110010011,1916,1916
111010101101100110000000101101001111100,100000011011110001010101100101101110011,1918,1918
111110110001110111011100000001001011000,101010011111000110010010011101001011010,1914,1914
101111001110101011011011000000101000101,111100001110001010011001110110001001011,1912,1912
100111110011001111010010100001000101011,111101101010001100100110100111101000001,1912,1912
100101011100000101000110100110010111111,100011011111010100001110010110110001100,1912,1912
111111110110010001110010001011000010100,100100111000011101110010101010011110100,1916,1916
111100111010111101000100000001111011000,101110000110110010100110111011001010010,1918,1918
100111100000000101110010010111100110111,110001001101010110100110010101011111000,1918,1918
101101011111001101000110101010000000111,100110110010101100001101111001110100001,1912,1912
100001110001000110010100100110110111111,101101011110001000111110101010010011000,1916,1916
111100011111011110001000100010110010010,100101001011010101110011001100000101111,1912,1912
101111111010101001110110010010000110000,111000000111100101101010100110110011100,1910,1910
111111110010101110011011000011000010000,101100110000101111001011101010010101001,1912,1912
101011111011011100001101010000101100001,100010011011101110001000111101101000101,1914,1914
110111010111100110101000011010100000011,110110110110101000011101100111000001100,1914,1914
101010110010001000011001101011111010011,101011000111010000111111011000001100101,1916,1916
110001111011100101101110101000100000011,101001011001000110010111101001000111011,1914,1914
100011010001001010010011111101101110001,101110101010000011101101011001111000001,1916,1916
110100010000101001111101111001101010001,111110110011000011011010100100111010000,1918,1918
100111011011001110101000110000100001111,101000001111101011010010011000101011011,1918,1918
111111011000111001001110000010010011010,100011011111000101011100010110101101000,1916,1916
110100100000001111101011100110110111000,111011100110010100101010110010111000001,1912,1912
101000101000100001101110010011101011111,100100011100011011010111100010010011110,1916,1916
111110111000101001010110000010110001101,100011000010101110110010110110010001111,1914,1914
100110010000011000101101011001010111111,101001001101100011101010111100001000111,1914,1914
110111100011001111101110100010100000010,101111001001101010011101000011001110100,1918,1918
100111100111010100111111100100001010000,110110111000100010111001011010001110100,1916,1916
100010100110001101000010101001101111111,101100011000011011011101000011110101001,1912,1912
110100011101001100010000101011010011111,101100101100000111001110110000101011101,1916,1916
111110101011100101110110010100000100001,100110010110101101000001111001100011101,1918,1918
101110001101111110100000110000001101110,111101001101001110001010110011001010010,1916,1916
101100111011110011011000000001110010110,111010001111100110000010110110101010100,1920,1920
101110011110001111001000100001001101101,111101000011010101001110111010100100001,1920,1920
101101010000001100011001110100110110111,110000111011010100001110100010111110100,1914,1914
111101010111111100001100100110100001000,101110001100100011011010111100101000101,1916,1916
100110001010111010111101110010100100100,111001100001010110100011111000001100111,1918,1918
100101001000100010011111000101111101011,100011000010110111110010010011100101011,1912,1912
100011111000110111101011101001001000100,110111110100101001100010101110011100000,1914,1914
100010011011000101000001101011010111111,110101001101000110001111110100100110001,1912,1912
100001001001111010111111010100000111010,110010011001110011011011000010101100011,1918,1918
101011011101111110000010010101010100001,101100011001100101101100000111110011100,1918,1918
100111101011110100011110110010100000001,111010011000100111101010100111100100100,1918,1918
100100000101111100111100101111010010001,110001010001011001110011001010100101111,1912,1912
111011111000100110011000001011001010101,101101000101001110111100110000011110100,1916,1916
111001011111010000000011010011100110110,101000101100101011110100011100011011100,1918,1918
110110010011100100001101000010101111110,100001011111010101001000111000111001101,1912,1912
100100001111100111011110110000101001100,100111010000001111001110101010100101101,1912,1912
100100010010000110110111000101111101110,110011101010100101001111011000111100000,1912,1912
111001101111010010000010011100011001011,111000001101111010110100010101011100100,1916,1916
110011101101110110010110110000101000001,100111110100001101010101101110011100000,1916,1916
110101001111101011001000100001001110011,111100010000111101011101000110110010010,1916,1916
111011111011100011001000110101001000001,110101000111100101101010011011000001101,1914,1914
111101101101110010111010100100001100000,110101010110001100010011011111001000011,1914,1914
111111101010111010010001100010110000100,100100011111011001011000101001011110001,1914,1914
111010011110111011010101000001001110000,100000101111100110101100011001001110110,1916,1916
110101011111001110100101100110000001001,111001000010101110011010010010111000111,1910,1910
101110101011011111010000011000011001001,110101111000100011101100111000001011010,1920,1920
110110111011011100010100000010110111000,100011000011111010000110101101100111010,1920,1920
110100010010000101001111000110110011111,101001000111101010001011011100011101100,1916,1916
100001100001001101001100101111010111110,111010001001100110001111101011000010101,1918,1918
110100000001101010110001001111011101110,110010110010101001110000111111000110010,1918,1918
111111101100000010011010001101010011100,101110110001110101000101101101000011100,1914,1914
111011011111010100011011110000001001000,110100110100111001011100011010100001101,1916,1916
101101101100011101101000000011010001111,101001100010011100111100010010111101010,1914,1914
110010111110111011100000110110001010000,100001100111100100011011010010111101010,1916,1916
110111001010111011001000000011010110011,111100010010111001111100001011001010100,1918,1918
110001101110101110001001010000001101111,101000101101101010011000011001111010011,1914,1914
110001100011101000001001001110111011011,101011001011100100011111010010100001011,1912,1912
100011101111110100011101010000110000110,101001000110111110100100110100011011100,1918,1918
111110111001000000010110110001110110100,110101011100010111011000101001001111000,1918,1918
110001000011001011010011011101111100010,111001010010010101011100111110000001110,1912,1912
100101010101101101011111100011000001001,100110011110110101000001111011000011100,1914,1914
110111010110111001001000000111011000011,101110101010110000111100111001000100101,1918,1918
100000010110001101100111101110010111010,111001010111001001001110111100101000001,1910,1910
111111111010000110100010010101010011000,101100100111110010001100011010011110010,1912,1912
101110111001111011010100000010110011000,101001101101101010000100111100011111000,1918,1918
111111100111010110011001001010001010000,111001001010111110011000010010111100010,1912,1912
101010001011110110111110010010001110000,110001100011011101001000010111101100101,1912,1912
101011101111000111110100100110010000100,100001011111001011000101110011010111000,1912,1912
110111111011001000001101000011010111000,110100001101110111000110100010101101001,1912,1912
111111011010111001000100011100001100100,110111000010010101011110010110110000101,1916,1916
110010101001000000101111110110011100110,100010011110010101110001011000011010111,1918,1918
100001001111011100001111110110011010000,101001110101011100100001110100110101001,1912,1912
111110010000100001001111010111001110100,110101110000001111010101100110110010100,1912,1912
101001110111001111101100000110000101100,111100001100101011010110111010001000101,1918,1918
111001101100100010100010110100001110111,110101100011100000101111101100011001010,1916,1916
110100001001010011010111111011001100001,100111000011101110000010101101110101100,1912,1912
110010101111000010000010110011101100111,100101011101100101110000100011110110010,1910,1910
111101101111010001101110100000100011000,110101110000101100100101111010110010001,1912,1912
111111011001110110000101000101100010100,110001000011011011001111010000110101011,1912,1912
101010111110110111001000011100011000001,100010111100100101011000100111110110010,1914,1914
111111101100100111000101001100001001010,100001100101111010110001001111010001011,1912,1912
101001011100110110000000010111001110111,101010111010100001100111100001101100101,1916,1916
101111010101110110110010000100011100001,100010010110101011001110000010110011111,1920,1920
111010101111101100011101001101000000100,101110100100001011110010011100011010011,1914,1914
100010000100101100110010011111110010111,101110101011000010110011110011101010000,1914,1914
110101000101000010010111101100110111100,111010011011011100001010111100111000000,1912,1912
110101100110111110011001010100000001110,111110100101101000101110011100001100010,1918,1918
111101111100011010010001000111010001001,101011001111010010101000011011101100001,1910,1910
111111011011100100101000101010011000010,111000001100011101110000101101100110101,1914,1914
111111011110100100101010001010011001000,111000001100011101110000101101100110101,1914,1914
111010111011101110001001000101101000001,100101001110011101001101000110111110000,1914,1914
111000001101011111011100110101001000001,101000111011101001001100110111100010100,1920,1920
111101100111000100001010010111000101101,111111001010101001101100111001011000000,1912,1912
111010111010111101001011100110001000000,110100100110111001000011100111110100010,1912,1912
111111011000110111010101000001001010010,101100101100001111100100010110001110011,1914,1914
101100000100110001110000011101110110111,100110101010111101001001001010111100001,1912,1912
